[2026-05-14 02:00:00.184] [37016433] [INFO] [L3701643319T20260514020000183R16035] [数据交互|收到设备控制服务数据] |25车道--外设控制服务输入信息(ETC交易受理E1)为FFFF007000000196E10037016433190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000405636413701085600047965C9BDB6AB370100011651202604012036040110200100000000000000000004C2B34242383336313500000000040B00176B080C08660007760008C50010BD024C56424A334A3056375345303434353636B8A3CCEFC5C6424A3130343545564A41FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFFC7676C9BDB6AB370100011751370125052361000538362026040120360401C2B34242383336313500000000040BAA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FF0000104900AA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FFC9BDB6AB370100011751370125052361000538360001001328001049000A018092000000000013280A001049D3319D176F137BB5000000220000002200017786951999220101000000000000000000290B
[2026-05-14 02:28:02.430] [37016433] [ERROR] [L370164335FT20260514022802178R23321] [3701085300836295] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/370164335F/Push/StationTransData]：{"discountfee":2326,"enTollStationName":"浙江天台站","fee":44216,"feeVehicleId":"鲁B6Q0B0_0","feeVehicleType":1,"isEtcFlag":1,"msgId":"370164335F2026051402089905","payFee":46542,"payType":"5","sendTime":"2026-05-14T02:28:02","spare1":null,"spare2":null,"spare3":null,"specialType":null,"tollLaneHex":"370164335F","tradeId":"G001537005003020209502026051402280194","transStatus":0,"transTime":"2026-05-14T02:28:01"}
[2026-05-14 02:28:02.430] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/TransShare】：{"axleInfo":"","axleType":null,"cardBalance":null,"cardId":"2508235300836295","cardNetId":"3701","cardType":"23","desc":"","deviceType":3,"enTime":"2026-05-13T15:51:51","enTollStationHex":"3301101D","enTollStationId":"G015W330050110","enTollStationName":"浙江天台站","enWeight":0,"exWeight":null,"exitFeeType":1,"fee":44216,"feeAxleCount":2,"feeVehicleId":"鲁B6Q0B0_0","feeVehicleType":1,"identifyAxleCount":0,"identifyVehicleId":"null_null","identifyVehicleType":0,"isAllowPass":null,"laneHid":95,"laneType":6,"limitWeight":null,"mediaType":null,"msgId":"370164335F2026051402089904","obuEF01Axle":null,"obuEf04":"AA29003301101D476A042D9701033D730A6A04C236C2B3423651304230000000000000000000FFC9BDB6AB37010001175237012508235300836295000300B5CE00ACB9006C0DC101003FBA1E001A110B0018C4AEF47E512305CA51","obuId":"3701085300836295","obuMac":"3D34A649","obuVehicleType":1,"option":0,"overRate":null,"overWeight":null,"passId":"013701250823530083629520260513155151","payFee":46542,"permittedWeight":0,"provinceCount":3,"redisKey":"","remoteCheck":0,"rsuId":null,"sendTime":"2026-05-14T02:28:02","shiftStartTime":1778666547000,"spare1":"1","spare2":"0","spare3":"","spare4":null,"specialType":"|18","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":"G001537005003020209502026051402280194","transStatus":0,"transTime":"2026-05-14T02:28:01","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":0,"wasteNum":"94","weightAxleCount":null,"weightTime":null,"weightVehicleType":null}
[2026-05-14 02:28:02.431] [37016433] [ERROR] [L370164335FT20260514022802178R23321] [3701085300836295] [数据交互|发送消息服务数据] |MQTT加密前数据[E/37/035/035/37016433/370164335F/Push/RampTransData]：{"OBUSN":"3701085300836295","RsuId":"3","bnErrCause":"","discountfee":2326,"enTollStationName":"浙江天台站","fee":44216,"feeVehicleId":"鲁B6Q0B0_0","feeVehicleType":1,"isEtcFlag":1,"msgId":"370164335F2026051402089906","payFee":46542,"sendTime":"2026-05-14T02:28:02","spare1":null,"spare2":null,"spare3":null,"stationHex":"37016433","tollLaneHex":"370164335F","transStatus":0,"transTime":"2026-05-14T02:28:01"}
[2026-05-14 02:28:02.431] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/StationTransData】：p3QU8vGe1v7HR2yt4ox9vz2Plti6DIT7PT/sNWpJ7dP4XatllXBFo4hmqQQM4wHQ6fIL7QWQ+34PhEAHs3FI959Fh9sosGX05FboLkZqcpB+gsFFSr6izhW/4qqq4vXG7EwitOoGWIQArPI4MtqpKR1KMywVHTtL7hitzb+4907Wk8zMtI6GGn9//2sw6vzYPG/6BU1bo8wjgSKo0qkdeXXk0X1elDDI2tx79VCRcBi2K2jX5Z/bIA3FgW1bRiRZLQs3W1qRcKf+OI9jbNv8Cmov9ZEu2rYJyMEAC2BrEYLuZWrpf5ZUGPYVi10xx+uESl03vijltwcrZWfSObOD08+MVmGx97QaaKR22sFawKqg47LtzWyk9W8HqxhXPs1vyD8iik84rdJ1JoM67SYY1Y8SLQr1R9fH4euYMNvViytdTIi2ez/lUE8daU67XH0rwevDLOgMoNe3QC6adKqJgZ5qC8HFtPqwmaq3mv9t7AoW1I7b11e4/A3UebkMYZdlDwNF+0rdo5JlOfeC3MBk68yMaEiOawEJ9+YIiwet5NqUEPuFu2Id9V2GavAsdfg/o/SmT26hdD1hC9gqQXb9qw==
[2026-05-14 02:28:02.431] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/RampTransData】：bAL7V+RngbVnZEAiqIKTXJTz4oUp68Z4dWBBkAlvTs+Z9oWADJMNXfDZPwoXZNeOR+iZgQjKzigDF2DZhNQEsUGHna4EE4FJt/sEexgeuJqJgQff7uUiUjle6QWIuMlT4ucSAkP6ViFXCYpeG5XuivqTi7okUm2mYqV4+ol10/O8iHVxiR9lCy2CyDH5ozrKKgiuO2D3/2oQBfq1lsmu/zQ9l2UW74N45qb+YWbqPIWN04aD9HjEuPXIkfm/f58NHtZdx41XqWL328JQQiO6oZEmhpty+kSImxqHcalPi73nDQIUWA18P054reyZv703x+ydz/5/iAeAiuN3uBfeOXtdjt9eVzGSh+YYZ4y029AVdbXxmFV53BbFLufBsKpRIoxnGNx0+VlPiAyIYiHiKZkc1srfU8QtcbAjigJBRxn723NwZ8FNYyRtu18DE0jbfbXap92Pm9dQ/kthl2mCTWNLdV6JfEb6NXg6Veh1JijZmYooguDtVSib79zUU4ELJYLDofG+IrILWYrcGFsOq7MgvNIM5oEvpZJmCUGG1QYd0/eDarhDs9ofjs0dhC/l
[2026-05-14 02:28:02.432] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/370164335F/Push/TransShare】,QOS 【0】, 内容:{"axleInfo":"","axleType":null,"cardBalance":null,"cardId":"2508235300836295","cardNetId":"3701","cardType":"23","desc":"","deviceType":3,"enTime":"2026-05-13T15:51:51","enTollStationHex":"3301101D","enTollStationId":"G015W330050110","enTollStationName":"浙江天台站","enWeight":0,"exWeight":null,"exitFeeType":1,"fee":44216,"feeAxleCount":2,"feeVehicleId":"鲁B6Q0B0_0","feeVehicleType":1,"identifyAxleCount":0,"identifyVehicleId":"null_null","identifyVehicleType":0,"isAllowPass":null,"laneHid":95,"laneType":6,"limitWeight":null,"mediaType":null,"msgId":"370164335F2026051402089904","obuEF01Axle":null,"obuEf04":"AA29003301101D476A042D9701033D730A6A04C236C2B3423651304230000000000000000000FFC9BDB6AB37010001175237012508235300836295000300B5CE00ACB9006C0DC101003FBA1E001A110B0018C4AEF47E512305CA51","obuId":"3701085300836295","obuMac":"3D34A649","obuVehicleType":1,"option":0,"overRate":null,"overWeight":null,"passId":"013701250823530083629520260513155151","payFee":46542,"permittedWeight":0,"provinceCount":3,"redisKey":"","remoteCheck":0,"rsuId":null,"sendTime":"2026-05-14T02:28:02","shiftStartTime":1778666547000,"spare1":"1","spare2":"0","spare3":"","spare4":null,"specialType":"|18","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":"G001537005003020209502026051402280194","transStatus":0,"transTime":"2026-05-14T02:28:01","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":0,"wasteNum":"94","weightAxleCount":null,"weightTime":null,"weightVehicleType":null}
[2026-05-14 02:28:02.433] [37016433] [INFO] [L370164335FT20260514022802432R23326] [ ] [处理流程|车辆交易数据处理] |370164335F车道保存匝道鲁B6Q0B0_0ETC交易结果共享数据成功!
[2026-05-14 02:28:10.153] [37016433] [INFO] [系统信息|服务信息] |服务正常:18.1.1.1
[2026-05-14 02:28:10.154] [37016433] [INFO] [L3701643300T20260514022810154R23366] [定时任务] |清理过期的匝道交易共享数据：370164335B_粤BG01695_4
[2026-05-14 02:28:26.306] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643318/Push/DevInfo/Axle】,QOS 【0】, 内容:{"axleFlag":1,"axleNum":"20260514010005","axleTime":"2026-05-14T01:51:46","dangerousGoods":0,"faceFeatureCode":"0000","identifyType":"1","msgId":"37016433182026051402370657","picId":null,"plateColor":0,"plateNum":"鲁B6Q0B0","pushTime":"2026-05-14T02:28:26","reliability":100,"vehFeatureCode":"0000","vehicleAxleCount":2,"vehicleAxleInfo":"000011","vehicleColor":0,"vehicleHeigth":2189,"vehicleLength":6116,"vehicleModel":"0000","vehicleSpecial":0,"vehicleSpeed":28,"vehicleWheelBase":"3738","vehicleWidth":1840}
[2026-05-14 02:28:29.008] [37016433] [INFO] [L3701643318T20260514022829007R23432] [数据交互|收到设备控制服务数据] |24车道--外设控制服务输入信息(ETC交易受理E1)为FFFF007000000196E100370164331800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003D34A6493701085300836295C9BDB6AB370100011652202510142035101410000100000000000000000004C2B34236513042300000000000000100003114120402001B000007B7A2CFD653414C52413242560000000031373036323831353034303330365053FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFF74F56C9BDB6AB370100011752370125082353008362952025101420351014C2B342365130423000000000000001AA2900370164335F6A04C2B101043D730B6A04C2B1C2B3423651304230000000000002FFFFFFFF0000ACB8000000003301101D476A042D9701033D730A6A04C236C2B3423651304230000000000000000000FFC9BDB6AB37010001175237012508235300836295000300B5CE00ACB9006C0DC101003FBA1E001A110B0018C4AEF47E512305CA510000001200000012000177869690889801010000000000000000001BAD
[2026-05-14 02:28:29.008] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [处理流程|车辆交易数据处理] |24车道交易受理--解析交易受理请求成功，开始处理
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [OBU信息|系统信息] |收到OBU信息，标签号：3D34A649；OBU序列号：3701085300836295；启用时间：20251014；到期时间：20351014；发行方：山东37010001；OBU状态：00000000
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [OBU信息|车辆信息] |收到OBU车辆信息，车牌号：鲁B6Q0B0；车牌颜色：0；车型：1；车辆用户类型：0；车辆轴数：2；车辆座位数：7
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [OBU信息|EF04信息] |EF04中0019：0000003301101D476A042D9701033D730A6A04C236C2B3423651304230000000000000000000FF  交易标识：000000；通行路网号：3301；通行收费站：101D；通行车道：47；通行时间：2026-05-13 15:51:51；通行车型：1；通行状态：03；通行门架编号：3D730A；通行门架时间：2026-05-14 02:25:58；车牌号：鲁B6Q0B0；车牌颜色：0；车辆状态标识：FF 
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [OBU信息|EF04信息] |EF04中0015：C9BDB6AB37010001175237012508235300836295  发行方：山东37010001；卡片类型：23；卡片版本：52；卡片网络号：3701；卡号：2508235300836295；车辆用户类型：0；通行省份个数：3；累计应收金额：46542；累计实收金额：44217；累计交易成功次数：108；累计里程：901377；无卡次数：0；本省应收金额：6673；本省实收金额：6340；本省交易成功次数：11；
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [ETC卡信息|0002] |卡内余额：4294397782
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [ETC卡信息|0015] |发行方：山东37010001；卡片类型：23；卡片版本：52；卡片网络号：3701；卡号：2508235300836295；启用时间：20251014；到期时间：20351014；用户类型：0；车牌号：鲁B6Q0B0；车牌颜色：0；车型：1
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [ETC卡信息|0019] |通行路网号：3701；通行收费站：6433；通行车道：5F；通行时间：2026-05-14 02:28:01；通行车型：1；通行状态：04；通行门架编号：3D730B；通行门架时间：2026-05-14 02:28:01；车牌号：鲁B6Q0B0；车牌颜色：0；车辆状态标识：FF 
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [处理流程|车辆交易数据处理] |24车道MTC出口交易受理--车辆鲁B6Q0B0开始进行校验
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [处理流程|有效性判断] |查询标签是否拆卸 OBU拆卸状态位：0；未拆卸
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [处理流程|有效性判断] |查询车辆是否重复交易 该车辆已在匝道成功交易，交易时间：2026-05-14 02:28:01；距离本次交易时间2026-05-14 02:28:29小于10分钟，匝道交易成功，直接放行
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [处理流程|有效性判断] |鲁B6Q0B0_0校验结束---
[2026-05-14 02:28:29.010] [37016433] [INFO] [L3701643318T20260514022829008R23433] [3D34A649] [处理流程|车辆交易数据处理] |24车道MTC出口交易受理--车辆鲁B6Q0B0已在匝道交易成功，抬杆放行
[2026-05-14 02:28:29.011] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643318/Push/TransShare】：{"axleInfo":"","axleType":null,"cardBalance":null,"cardId":"2508235300836295","cardNetId":"3701","cardType":"23","desc":"匝道预交易成功车辆，直接放行","deviceType":1,"enTime":"2026-05-13T15:51:51","enTollStationHex":"3301101D","enTollStationId":"G015W330050110","enTollStationName":"浙江天台站","enWeight":0,"exWeight":null,"exitFeeType":1,"fee":44216,"feeAxleCount":2,"feeVehicleId":"鲁B6Q0B0_0","feeVehicleType":1,"identifyAxleCount":0,"identifyVehicleId":"null_null","identifyVehicleType":0,"isAllowPass":null,"laneHid":95,"laneType":6,"limitWeight":null,"mediaType":null,"msgId":"370164335F2026051402089904","obuEF01Axle":null,"obuEf04":"AA29003301101D476A042D9701033D730A6A04C236C2B3423651304230000000000000000000FFC9BDB6AB37010001175237012508235300836295000300B5CE00ACB9006C0DC101003FBA1E001A110B0018C4AEF47E512305CA51","obuId":"3701085300836295","obuMac":"3D34A649","obuVehicleType":1,"option":0,"overRate":null,"overWeight":null,"passId":"013701250823530083629520260513155151","payFee":46542,"permittedWeight":0,"provinceCount":3,"redisKey":"","remoteCheck":0,"rsuId":null,"sendTime":"2026-05-14T02:28:02","shiftStartTime":1778666547000,"spare1":"5","spare2":"0","spare3":"","spare4":null,"specialType":"|18","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":"G001537005003020209502026051402280194","transStatus":0,"transTime":"2026-05-14T02:28:01","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":0,"wasteNum":"94","weightAxleCount":null,"weightTime":null,"weightVehicleType":null}
[2026-05-14 02:28:29.011] [37016433] [INFO] [L3701643318T20260514022829008R23433] [数据交互|发送设备控制服务数据] |24车道发送指令到外设控制服务:FFFF000700000137E1020002370164331800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003D34A649370108530083629500000000C2B3423651304230000000000001000000000700000002170000ACB8000000000000ACB820260514022801000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000AA29003301101D476A042D9701033D730A6A04C236C2B3423651304230000000000000000000FFC9BDB6AB37010001175237012508235300836295000300B5CE00ACB9006C0DC101003FBA1E001A110B0018C4AEF47E512305CA510000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000200003112
[2026-05-14 02:28:29.011] [37016433] [INFO] [L3701643300T20260514022829011R23434] [ ] [处理流程|流水生成] |redis入库成功--key：MTCWASTE_WORKSUM3701643318,value：{"alipayCardFee":0,"alipayFee":0,"autoSwitchDate":1778709600000,"bL_Center":"50","bL_SubCenter":"5003","badInvNum":0,"batchNum":"G0015370050030202003020260513173334500303077","blRoad":"23","cPCCnt":31,"cashCardFee":0,"cashFee":0,"cashFreeMoney":0,"cashRebateMoney":0,"cashRecordCnt":0,"chargeMode":1,"checkFlag":0,"checkTime":1778664814920,"curHolidayMotorCadeVCnt":0,"curMotorCadeVCnt":0,"damCardCnt":0,"endTime":"2026-05-14T06:00:00","etcCardCnt":50,"etcCardFee":0,"etcFee":870746,"exTollLaneHex":"3701643318","exTollStationHex":"37016433","finishFlag":false,"fworkDate":null,"gantrySerialNum":5394,"inductCnt":81,"invEndNo":"0","invNum":0,"invStartNo":"1","lane":"24","laneId":"G00153700500302020030","laneType":3,"laneTypeIdentification":8,"modifyFlag":null,"motorcadeFlag":false,"papCnt":0,"posFreeMoney":111660,"posRebateMoney":0,"serialNum":22,"shift":"06","shiftName":"第三班","shiftTransCount":0,"shiftTransFeeSum":0,"spare1":null,"spare2":null,"startTime":"2026-05-13T17:33:34","station":"500303","stationId":"G0015370050030","stationName":"山东王台站","statusFlag":"1","thirdCardFee":0,"thirdPayFee":149500,"ticketFee":0,"tollCollectorId":"500303077","tollCollectorName":"王欢","totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"transCnt":0,"transFeeSum":0,"underGantryHex":"3D730B","underGantryId":"G001537005000920010","unifiedFee":0,"unipayCardFee":0,"unipayFee":0,"unpayCardCost":0,"vCnt":81,"weChatCardFee":0,"weChatFee":0,"workDate":"2026-05-13 00:00:00"}
[2026-05-14 02:28:29.012] [37016433] [INFO] [L3701643300T20260514022829012R23435] [ ] [处理流程|流水生成] |redis入库成功--key：WASTE_ETC_EXRELEASEWASTE_G00153700500302020030_20260514022829_鲁B6Q0B0_0,value：{"cardVehiclePlate":"鲁B6Q0B0","chargeMode":2,"discountFee":"2326","enStationHex":"3301101D","enTime":"2026-05-13T15:51:51","etcCardId":"2508235300836295","fee":"44216","id":"G001537005003020200302026051402282921","idenVehiclePlate":"","issuerNet":"3701","laneId":"95","mediaNo":"37012508235300836295","mediaType":"1","passId":"013701250823530083629520260513155151","payType":"4","releaseLaneId":"24","releaseLaneType":"3","releaseModeType":"0","releaseOpCode":"500303077","releaseShiftCode":"06","releaseShiftDate":"20260513","releaseShiftSerialNo":"21","releaseTime":"2026-05-14T02:28:29","releaseTollLaneHex":"3701643318","releaseTollLaneId":"G00153700500302020030","releaseTradeMode":"2","shiftDate":"2026-05-13T18:02:27","shiftSerialNo":"94","time":"2026-05-14T02:28:01","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":"G001537005003020209502026051402280194","transCode":"1002","vehicleSign":"0xff","vehicleSignId":"","vehicleType":"1","vehicleUserType":"0"}
[2026-05-14 02:28:29.012] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643318/Push/TransShare】,QOS 【0】, 内容:{"axleInfo":"","axleType":null,"cardBalance":null,"cardId":"2508235300836295","cardNetId":"3701","cardType":"23","desc":"匝道预交易成功车辆，直接放行","deviceType":1,"enTime":"2026-05-13T15:51:51","enTollStationHex":"3301101D","enTollStationId":"G015W330050110","enTollStationName":"浙江天台站","enWeight":0,"exWeight":null,"exitFeeType":1,"fee":44216,"feeAxleCount":2,"feeVehicleId":"鲁B6Q0B0_0","feeVehicleType":1,"identifyAxleCount":0,"identifyVehicleId":"null_null","identifyVehicleType":0,"isAllowPass":null,"laneHid":95,"laneType":6,"limitWeight":null,"mediaType":null,"msgId":"370164335F2026051402089904","obuEF01Axle":null,"obuEf04":"AA29003301101D476A042D9701033D730A6A04C236C2B3423651304230000000000000000000FFC9BDB6AB37010001175237012508235300836295000300B5CE00ACB9006C0DC101003FBA1E001A110B0018C4AEF47E512305CA51","obuId":"3701085300836295","obuMac":"3D34A649","obuVehicleType":1,"option":0,"overRate":null,"overWeight":null,"passId":"013701250823530083629520260513155151","payFee":46542,"permittedWeight":0,"provinceCount":3,"redisKey":"","remoteCheck":0,"rsuId":null,"sendTime":"2026-05-14T02:28:02","shiftStartTime":1778666547000,"spare1":"5","spare2":"0","spare3":"","spare4":null,"specialType":"|18","tollLaneHex":"370164335F","tollLaneId":"G00153700500302020950","tradeId":"G001537005003020209502026051402280194","transStatus":0,"transTime":"2026-05-14T02:28:01","transType":0,"vId":"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","vehTypeDataAxle":null,"vehicleSign":"0xff","vehicleUserType":0,"wasteNum":"94","weightAxleCount":null,"weightTime":null,"weightVehicleType":null}
[2026-05-14 02:28:29.480] [37016433] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643318/Push/DevInfo/Vlpr】,QOS 【0】, 内容:{"faceFeatureCode":"0000","msgId":"37016433182026051402370660","picFlag":1,"picId":"G0015370050030202003020260514025003","picTime":"2026-05-14T02:28:29","plateColor":0,"plateNum":"鲁B6Q0B0","pushTime":"2026-05-14T02:28:29","reliability":96,"vehFeatureCode":"0000","vehicleColor":0,"vehicleModel":"0000","vehicleSpeed":0,"vprNo":null}
[2026-05-14 02:30:10.154] [37016433] [INFO] [系统信息|服务信息] |服务正常:18.1.1.1
[2026-05-14 02:30:10.155] [37016433] [INFO] [L3701643300T20260514023010155R23868] [定时任务] |清理过期的匝道交易共享数据：3701643318_鲁B6Q0B0_0
[2026-05-14 02:32:02.317] [37016433] [INFO] [L3701643300T20260514023202317R24324] [定时任务] |外设控制服务心跳检测开始...
[2026-05-14 02:32:02.317] [37016433] [INFO] [L3701643300T20260514023202317R24325] [定时任务] |外设控制服务上线检测开始...
[2026-05-14 02:32:04.483] [37016433] [INFO] [L3701643300T20260514023204483R24336] [定时任务] |车辆交易数据过期检测开始...
[2026-05-14 02:32:04.483] [37016433] [INFO] [L3701643300T20260514023204483R24336] [定时任务] |清理过期的ETC车道车辆交易数据：69DF3D38
[2026-05-14 02:32:04.483] [37016433] [INFO] [L3701643300T20260514023204483R24336] [定时任务] |清理过期的ETC车道车辆交易数据：69986BA7
[2026-05-14 02:32:04.484] [37016433] [INFO] [L3701643300T20260514023204483R24336] [定时任务] |清理过期的ETC车道车辆交易数据：221C0268
[2026-05-14 02:32:04.484] [37016433] [INFO] [L3701643300T20260514023204483R24336] [定时任务] |特情车辆交易数据过期检测开始...
[2026-05-14 02:32:04.484] [37016433] [INFO] [L3701643300T20260514023204483R24336] [定时任务] |清理过期的匝道车辆交易数据：69DF3D38
[2026-05-14 02:32:04.484] [37016433] [INFO] [L3701643300T20260514023204483R24336] [定时任务] |清理过期的匝道车辆交易数据：69986BA7
[2026-05-14 02:32:10.154] [37016433] [INFO] [系统信息|服务信息] |服务正常:18.1.1.1
[2026-05-14 02:32:32.790] [37016433] [INFO] [L370164335FT20260514023232790R24453] [数据交互|收到设备控制服务数据] |95车道--外设控制服务输入信息(ETC交易受理E1)为FFFF006000000196E100370164335F00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006CD4B1C93701015600062404C9BDB6AB370100011651202510272035102710200100000000000000000004C2B35543353738390000000000010D1B1B4909C00C9E009C400022600061A8024C5A5A31434C5742364C44353935313935BAC0CED6C5C600000000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFB1B1D6C9BDB6AB370100011751370125052363000922532025102720351027C2B3554335373839000000001B010DAA290032026928046A04A7300D013D730A6A04C31AC2B3554335373839000000000106006A7CFF0000814800AA290032026928046A04A7300D013D730A6A04C31AC2B3554335373839000000000106006A7CFFC9BDB6AB370100011751370125052363000922531B0200972B008147000D022CD0003FBA1E008F5A0B0079DB012EF769C5EFC04E000000240000002400017786971526730301000000000000000000EF9D
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|车辆交易数据处理] |95车道交易受理--解析交易受理请求成功，开始处理
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [OBU信息|系统信息] |收到OBU信息，标签号：6CD4B1C9；OBU序列号：3701015600062404；启用时间：20251027；到期时间：20351027；发行方：山东37010001；OBU状态：00100000
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [OBU信息|车辆信息] |收到OBU车辆信息，车牌号：鲁UC5789；车牌颜色：1；车型：13；车辆用户类型：27；核载质量：40000；整备质量：8800；车辆总重：25000；核载人数：2
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [OBU信息|EF04信息] |EF04中0019：AA290032026928046A04A7300D013D730A6A04C31AC2B3554335373839000000000106006A7CFF  交易标识：AA2900；通行路网号：3202；通行收费站：6928；通行车道：04；通行时间：2026-05-14 00:30:40；通行车型：13；通行状态：01；通行门架编号：3D730A；通行门架时间：2026-05-14 02:29:46；车牌号：鲁UC5789；车牌颜色：1；货车轴数：6；货车总重：27260；车辆状态标识：FF 
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [OBU信息|EF04信息] |EF04中0015：C9BDB6AB37010001175137012505236300092253  发行方：山东37010001；卡片类型：23；卡片版本：51；卡片网络号：3701；卡号：2505236300092253；车辆用户类型：27；通行省份个数：2；累计应收金额：38699；累计实收金额：33095；累计交易成功次数：13；累计里程：142544；无卡次数：0；本省应收金额：36698；本省实收金额：31195；本省交易成功次数：11；
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [ETC卡信息|0002] |卡内余额：4289835478
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [ETC卡信息|0015] |发行方：山东37010001；卡片类型：23；卡片版本：51；卡片网络号：3701；卡号：2505236300092253；启用时间：20251027；到期时间：20351027；用户类型：27；车牌号：鲁UC5789；车牌颜色：1；车型：13
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [ETC卡信息|0019] |通行路网号：3202；通行收费站：6928；通行车道：04；通行时间：2026-05-14 00:30:40；通行车型：13；通行状态：01；通行门架编号：3D730A；通行门架时间：2026-05-14 02:29:46；车牌号：鲁UC5789；车牌颜色：1；货车轴数：6；货车总重：27260；车辆状态标识：FF 
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|车辆交易数据处理] |95车道匝道出口交易受理--车辆鲁UC5789开始进行校验
[2026-05-14 02:32:32.791] [37016433] [INFO] [L370164335FT20260514023232791R24454] [6CD4B1C9] [处理流程|有效性判断] |查询标签是否拆卸 OBU拆卸状态位：0；未拆卸
